env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,73.3685,15.3,,,,,,,,,,,,
34,,,34,166.6507,6.2113,,,,,,,,,
64,,,30,133.9021,88.48,,,,,,,,,
79,,,15,71.5755,88.664,,,,,,,,,
95,,,16,76.2038,82.9582,,,,,,,,,
110,,,15,71.5908,84.2269,,,,,,,,,
126,,,16,76.3871,84.3582,,,,,,,,,
141,,,15,71.529,84.5822,,,,,,,,,
156,,,15,71.4874,85.5993,,,,,,,,,
171,,,15,71.4598,89.0039,,,,,,,,,
186,,,15,71.4573,89.6114,,,,,,,,,
201,,,15,71.4752,88.8176,,,,,,,,,
215,,,14,66.3473,88.635,,,,,,,,,
229,,,14,66.6844,89.2587,,,,,,,,,
243,,,14,66.6745,88.7996,,,,,,,,,
258,,,15,71.5803,89.5707,,,,,,,,,
273,,,15,71.5538,89.4336,,,,,,,,,
288,,,15,71.8087,89.5145,,,,,,,,,
303,,,15,71.7079,89.8142,,,,,,,,,
318,,,15,71.6111,89.3201,,,,,,,,,
333,,,15,71.7286,88.8345,,,,,,,,,
348,,,15,71.761,89.9232,,,,,,,,,
363,,,15,72.0249,89.0345,,,,,,,,,
380,,,17,81.6745,89.3353,,,,,,,,,
395,,,15,71.5436,88.7686,,,,,,,,,
422,,,27,133.6223,88.0159,,,,,,,,,
450,,,28,138.5776,89.5238,,,,,,,,,
466,,,16,76.2269,89.6784,,,,,,,,,
481,,,15,71.7387,89.3283,,,,,,,,,
498,,,17,80.7412,89.2296,,,,,,,,,
500,,,,,,1.9857,0.5695,0.2236,-14.9463,4.5605,0.914,0.9449,5.1148,0.1851
515,,,17,81.1734,89.1175,,,,,,,,,
533,,,18,87.2566,89.5624,,,,,,,,,
550,,,17,81.6025,89.5656,,,,,,,,,
572,,,22,108.2588,89.4189,,,,,,,,,
596,,,24,117.6645,89.0323,,,,,,,,,
614,,,18,87.2704,89.253,,,,,,,,,
629,,,15,71.5392,89.3886,,,,,,,,,
646,,,17,82.3258,89.9868,,,,,,,,,
667,,,21,100.6661,89.0292,,,,,,,,,
685,,,18,88.2571,88.6431,,,,,,,,,
709,,,24,117.4628,89.2811,,,,,,,,,
726,,,17,81.7769,89.3706,,,,,,,,,
742,,,16,76.466,89.5608,,,,,,,,,
759,,,17,81.5654,89.6526,,,,,,,,,
782,,,23,114.2578,88.7727,,,,,,,,,
805,,,23,115.9495,89.4909,,,,,,,,,
822,,,17,81.4076,71.711,,,,,,,,,
852,,,30,142.7135,85.8411,,,,,,,,,
868,,,16,76.3294,89.2999,,,,,,,,,
892,,,24,118.5297,89.4824,,,,,,,,,
909,,,17,81.8704,89.6381,,,,,,,,,
932,,,23,112.8831,89.3295,,,,,,,,,
953,,,21,105.3008,89.1794,,,,,,,,,
981,,,28,136.6766,89.1491,,,,,,,,,
