env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,59.664,88.8,,,,,,,,,,,,,
12,,,12,-2.0273,1.6078,,,,,,,,,,
27,,,15,2.2793,80.2521,,,,,,,,,,
53,,,26,4.3915,80.636,,,,,,,,,,
224,,,171,19.0489,80.4138,,,,,,,,,,
365,,,141,198.9325,80.8097,,,,,,,,,,
498,,,133,7.1139,80.7572,,,,,,,,,,
500,,,,,,0.6104,0.6972,0.2185,-2.5922,0.1371,0.1226,-0.4161,0.1244,0.7892,0.1585
829,,,331,204.8404,83.1186,,,,,,,,,,
992,,,163,256.1126,80.7015,,,,,,,,,,
1000,,,,,,0.611,0.6932,0.2031,-6.3566,0.3063,0.1083,-0.3882,0.5795,2.6343,0.1568
1146,,,154,19.045,80.7696,,,,,,,,,,
1405,,,259,427.8701,80.6665,,,,,,,,,,
1500,,,,,,0.604,0.7171,0.228,-11.4372,0.4791,0.143,-0.4372,1.0341,5.2575,0.1911
1608,,,203,303.5394,80.7595,,,,,,,,,,
1726,,,118,227.6414,80.7104,,,,,,,,,,
2000,,,,,,0.5814,0.7424,0.2109,-17.8254,0.8414,0.1667,-0.4009,1.6655,8.6452,0.2773
2027,,,301,348.0118,81.0337,,,,,,,,,,
2337,,,310,443.8794,80.3955,,,,,,,,,,
2500,,,,,,0.5574,0.7381,0.1995,-24.0557,1.3498,0.172,-0.3883,3.9015,15.2874,0.754
2530,,,193,152.1068,80.9052,,,,,,,,,,
2696,,,166,299.9582,80.2709,,,,,,,,,,
2913,,,217,73.1007,81.0334,,,,,,,,,,
3000,,,,,,0.553,0.7384,0.1944,-30.5461,0.84,0.1716,-0.3724,3.5525,26.3518,0.9673
3216,,,303,450.683,81.0544,,,,,,,,,,
3386,,,170,252.3179,80.9214,,,,,,,,,,
3451,,,65,58.061,80.6841,,,,,,,,,,
3500,,,,,,0.5382,0.7471,0.1931,-38.8074,1.7151,0.1904,-0.3746,5.4258,20.9131,1.3145
3644,,,193,305.358,82.1436,,,,,,,,,,
3695,,,51,32.9491,87.3619,,,,,,,,,,
3739,,,44,34.3798,87.2836,,,,,,,,,,
3772,,,33,29.3003,87.1322,,,,,,,,,,
3837,,,65,50.3738,87.3632,,,,,,,,,,
3945,,,108,125.0502,87.3818,,,,,,,,,,
4000,,,,,,0.5434,0.7511,0.2115,-46.033,2.3296,0.2049,-0.4059,6.3897,60.2316,1.4119
