env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,z_dist,r_dist,transition_dist,bisimilarity,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,-74.2379,693.1,,,,,,,,,,,,,,,,,,
77,,,77,-112.5986,3.5447,,,,,,,,,,,,,,,
120,,,43,-121.4186,19.7695,,,,,,,,,,,,,,,
241,,,121,-121.6589,20.2924,,,,,,,,,,,,,,,
294,,,53,-115.3554,20.1216,,,,,,,,,,,,,,,
348,,,54,-116.7408,21.5537,,,,,,,,,,,,,,,
500,,,,,,50,45,1,106.5276,1.3953,0.0137,0.206,0.0148,2.9457,10.4041,2.9563,-0.3723,17.9476,17.7707,0.0189
526,,,178,-128.4684,21.4222,,,,,,,,,,,,,,,
601,,,75,-113.3397,19.6062,,,,,,,,,,,,,,,
655,,,54,-114.8785,19.8052,,,,,,,,,,,,,,,
727,,,72,-112.6853,20.3724,,,,,,,,,,,,,,,
782,,,55,-115.4435,22.0629,,,,,,,,,,,,,,,
827,,,45,-122.6151,18.3363,,,,,,,,,,,,,,,
884,,,57,-119.3507,19.8554,,,,,,,,,,,,,,,
1000,,,,,,50,18,1,159.5578,1.6928,0.4051,0.4078,0.4071,40.9866,48.7152,40.8765,-0.5553,13.1642,10.6446,0.0021
1500,,,,,,50,4,1,195.2522,1.3593,0.4035,0.2131,0.4045,42.4049,19.874,41.6814,-0.3191,1.4372,14.799,0.0006
2000,,,,,,50,4,2,201.3905,1.454,0.7894,0.1407,0.7901,37.3416,48.5376,36.999,-0.2269,23.1556,44.2579,0.0238
2484,,,1600,-127.4906,20.7352,,,,,,,,,,,,,,,
2500,,,,,,50,3,1,231.0294,1.3811,0.4026,0.1779,0.4035,35.0314,19.7626,33.3735,-0.2718,2.7759,27.9406,0.0406
3000,,,,,,50,3,1,273.4453,1.3421,0.4026,0.1171,0.4032,30.0228,31.9803,27.8817,-0.2658,2.4528,38.4475,0.0139
3500,,,,,,50,3,1,286.1259,1.4478,0.4005,0.1243,0.4011,31.9784,28.5001,28.6884,-0.2128,6.6152,31.4487,0.0001
4000,,,,,,50,3,1,326.9806,1.4385,0.3991,0.2408,0.4003,45.78,30.1709,42.6874,-0.3666,2.2949,28.0873,0.0311
4084,,,1600,-129.8987,20.0544,,,,,,,,,,,,,,,
4500,,,,,,50,3,1,322.8813,1.4229,0.4003,0.2532,0.4016,27.6342,31.6435,24.1461,-0.3594,3.5618,47.9317,0.037
5000,,,,,,50,3,1,363.4619,1.7291,0.7888,0.2752,0.7902,72.8831,31.3346,68.3007,-0.4131,0.424,38.9449,0.0129
5000,-180.8228,1600.0,,,,,,,,,,,,,,,,,,
