env_steps,return,length,train/length,train/return,FPS,z_dist,r_dist,transition_dist,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
0,6.0239,20.8,,,,,,,,,,,,
18,,,18,-2.3375,3.1429,,,,,,,,,
305,,,287,182.8748,100.7234,,,,,,,,,
500,,,,,,1.2359,0.6912,0.1117,-1.8247,0.2751,0.2783,0.1161,1.2875,0.0065
524,,,219,91.8977,102.7272,,,,,,,,,
706,,,182,36.057,100.0158,,,,,,,,,
880,,,174,263.9877,100.4328,,,,,,,,,
985,,,105,-1.822,100.5749,,,,,,,,,
1000,,,,,,1.3848,0.6972,0.1375,-4.3588,0.6373,0.3943,0.3201,0.8143,0.3359
1155,,,170,32.6321,100.3355,,,,,,,,,
1262,,,107,219.2694,100.7922,,,,,,,,,
1384,,,122,13.2136,99.8036,,,,,,,,,
1500,,,,,,1.5287,0.7124,0.1626,-8.0857,0.721,0.5572,0.5272,1.0239,0.2142
1586,,,202,311.0545,101.3439,,,,,,,,,
1825,,,239,351.3139,100.8565,,,,,,,,,
1976,,,151,233.5371,100.7116,,,,,,,,,
2000,,,,,,1.6931,0.735,0.1825,-11.7852,1.1745,0.7274,1.2424,3.4033,0.1623
2272,,,296,157.977,101.8427,,,,,,,,,
2500,,,,,,1.7411,0.7306,0.1907,-16.2944,1.2826,0.7647,1.6526,6.1087,0.2499
2519,,,247,184.402,100.6806,,,,,,,,,
2722,,,203,299.8099,100.6385,,,,,,,,,
2871,,,149,234.8417,100.3248,,,,,,,,,
3000,,,,,,1.8305,0.7301,0.2028,-20.3702,2.2958,0.8397,2.5128,11.5158,0.6081
3087,,,216,304.6089,100.5898,,,,,,,,,
3157,,,70,38.0735,100.8131,,,,,,,,,
3281,,,124,73.7487,100.4581,,,,,,,,,
3437,,,156,218.9405,100.3655,,,,,,,,,
3500,,,,,,1.9676,0.7507,0.2202,-24.7819,2.3569,0.9926,4.3252,26.9303,0.7008
3583,,,146,239.4341,100.1495,,,,,,,,,
3885,,,302,241.1458,102.241,,,,,,,,,
4000,,,,,,1.9753,0.743,0.219,-29.8993,3.2639,0.979,4.2289,14.2689,1.0917
4002,,,117,167.4497,103.9416,,,,,,,,,
4181,,,179,296.6362,102.4626,,,,,,,,,
4311,,,130,220.4497,100.5418,,,,,,,,,
4402,,,91,123.2292,102.1835,,,,,,,,,
4500,,,,,,2.0475,0.7528,0.2268,-35.4197,4.4773,1.0553,9.3768,27.6756,0.7382
4551,,,149,60.523,104.0416,,,,,,,,,
4609,,,58,40.3086,103.9708,,,,,,,,,
4771,,,162,240.1391,101.5104,,,,,,,,,
4848,,,77,66.1142,100.4933,,,,,,,,,
4923,,,75,121.717,100.3011,,,,,,,,,
4945,,,22,9.6303,98.9791,,,,,,,,,
4987,,,42,27.9946,97.0297,,,,,,,,,
4996,,,9,-4.6108,99.287,,,,,,,,,
5000,,,,,,2.0332,0.7556,0.2278,-42.2828,3.557,0.9931,9.9564,81.9654,1.4704
5000,282.4406,271.6,,,,,,,,,,,,
5018,,,22,10.3315,17.9711,,,,,,,,,
5094,,,76,70.7553,100.1037,,,,,,,,,
5103,,,9,-1.9843,100.525,,,,,,,,,
5148,,,45,30.414,100.1677,,,,,,,,,
5174,,,26,20.0159,100.4111,,,,,,,,,
5222,,,48,37.1397,100.048,,,,,,,,,
5344,,,122,230.0978,99.3588,,,,,,,,,
5353,,,9,-0.5126,99.4707,,,,,,,,,
5500,,,,,,2.0415,0.7535,0.2291,-46.1398,4.5449,1.0325,9.8578,53.4246,1.4845
5508,,,155,52.7256,99.7195,,,,,,,,,
5646,,,138,218.9411,99.3183,,,,,,,,,
5751,,,105,161.3024,99.362,,,,,,,,,
5778,,,27,6.279,99.7007,,,,,,,,,
5822,,,44,9.348,103.7047,,,,,,,,,
5829,,,7,-4.041,103.6936,,,,,,,,,
5891,,,62,55.7379,103.0873,,,,,,,,,
5996,,,105,169.0448,103.1297,,,,,,,,,
6000,,,,,,2.0819,0.7513,0.2327,-51.8029,4.0712,1.0806,10.0703,42.0231,1.2219
6034,,,38,20.353,100.7313,,,,,,,,,
6189,,,155,234.354,99.6397,,,,,,,,,
6322,,,133,250.9656,99.6684,,,,,,,,,
6332,,,10,-0.9164,103.4573,,,,,,,,,
6446,,,114,72.9374,100.7848,,,,,,,,,
6500,,,,,,2.1076,0.7675,0.2332,-57.6799,4.4846,1.0906,15.9438,84.5787,2.0665
6576,,,130,189.6335,99.6388,,,,,,,,,
6647,,,71,90.9462,99.7082,,,,,,,,,
6719,,,72,24.0428,99.9829,,,,,,,,,
6798,,,79,68.1144,100.289,,,,,,,,,
6820,,,22,5.3548,100.2057,,,,,,,,,
6899,,,79,154.1885,100.0116,,,,,,,,,
6914,,,15,1.2786,100.2658,,,,,,,,,
7000,,,,,,2.1085,0.765,0.2341,-63.075,7.7562,1.1109,16.6508,130.7588,2.3954
7042,,,128,28.3998,100.0942,,,,,,,,,
7093,,,51,35.6126,100.2741,,,,,,,,,
7101,,,8,-2.9563,99.6807,,,,,,,,,
